WORD,OBSERVED,UNREDUC,PREC_STRESS,PREC_GRAMM_CLASS,PREC_SEG_M,PREC_SEG_P,CL_ENV,SUBJ_COMPLEXITY,NO_SYLLS,NO_WORDS,NO_PHRSE_BOUND,PRONOUN,NP,CONTEXT,SUBJ_DUR,PREC_WORD_DUR,WORDS_BTWN_HEAD_AUX,CONVO,SPEAKER,SEX,YOB,DIALECT,EDUC,LINE,NOTES,FOLLOWING_VERB,FOLLOWING_BROAD,CODER,CORPUS,YEAR_RECORDED,DATE_CODED,WORD_BEG,WORD_END,LINE_BEG,LINE_END,COMPLETE_SUBJ,PREC_WORD,FOLL_WORD
would,1,x,m,w,s,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw2959A,sw_1258,M,1956,SOUTH MIDLAND,2, because they could [noise] they could kill all those plants you know which would devastate the country as far as farming from then on but and the and the Corps of Engineers i think do a better job now like they did in Desert Storm,NA,NA,NA,LM,SWB,1991,5/22/11,339.95225,340.72225,336.33225,348.762875,which,which,devastate
would,1,x,m,p,t,t,n,s,1,1,1,it,pro,c,NA,NA,NA,sw2964A,sw_1258,M,1956,SOUTH MIDLAND,2, because th[at]- it would breach the security of the rest of the ba[nks]- the banks,NA,NA,NA,LM,SWB,1991,5/22/11,429.316,429.997875,427.857875,432.44725,it,it,breach
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw2979A,sw_1181,M,1958,SOUTH MIDLAND,2, ten twelve miles away we'd spend a whole day just two or three of us get together and take a lunch and go ride somewhere and eat lunch and come back and you know as long as we told the parents what roads we were going to be on and if there any,NA,NA,NA,LM,SWB,1991,5/22/11,221.006375,221.456375,219.556375,231.738875,we,we,spend
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw2979A,sw_1181,M,1958,SOUTH MIDLAND,2, uh in East Texas and i had while we were in town we'd ride several miles away like to school and the like but when we were in the country we would ride,NA,NA,NA,LM,SWB,1991,5/22/11,218.793125,219.313125,210.473125,219.556375,we,we,ride
would,1,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw2979A,sw_1181,M,1958,SOUTH MIDLAND,2, uh in East Texas and i had while we were in town we'd ride several miles away like to school and the like but when we were in the country we would ride,NA,NA,NA,LM,SWB,1991,5/22/11,218.793125,219.313125,210.473125,219.556375,we,we,ride
would,4,x,m,p,a,a,y,s,1,1,1,3p,pro,i,NA,NA,NA,sw2979A,sw_1181,M,1958,SOUTH MIDLAND,2, of course there you wouldn't be able to go over and attack them but i don't know that they'd be able to go anywhere and attack us [laughter] they can't get all those people across the sea they don't have the ships to get them_1 anywhere so they may have a huge army but it's going to stay put,NA,NA,NA,LM,SWB,1991,5/22/11,402.02,402.31,398.82,412.3385,they,they,be
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,i,NA,NA,NA,sw2979A,sw_1181,M,1958,SOUTH MIDLAND,2, a couple of miles away i'd ride to school you know and it was it was right at two miles away from the house,NA,NA,NA,LM,SWB,1991,5/22/11,152.885375,153.225375,151.685375,156.849,i,i,ride
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,l,NA,NA,NA,sw2993B,sw_1258,M,1956,SOUTH MIDLAND,2, um yeah like you said antilock brakes and air bag and uh i'd i'd really like to have a car that's dependable,NA,NA,NA,LM,SWB,1991,5/22/11,292.7015,293.560875,287.790875,295.996,i,i,like
would,1,x,m,n,s,t,n,s,1,1,1,NA,NP,c,0.31,NA,NA,sw3006A,sw_1181,M,1958,SOUTH MIDLAND,2, ours would lean more toward uh i guess monetary concerns rather than the formality of the deal if if we were having a bunch of friends over if there were six to ten coming over we'd end up serving anything with chicken due due to its cheapness,NA,NA,NA,LM,SWB,1991,5/22/11,83.480875,83.880875,73.220875,87.692375,ours,ours,lean
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,c,NA,NA,NA,sw3006A,sw_1181,M,1958,SOUTH MIDLAND,2, ours would lean more toward uh i guess monetary concerns rather than the formality of the deal if if we were having a bunch of friends over if there were six to ten coming over we'd end up serving anything with chicken due due to its cheapness,NA,NA,NA,LM,SWB,1991,5/22/11,83.480875,83.880875,73.220875,87.692375,we,we,end
would,1,x,m,p,a,a,y,s,1,1,1,1p,pro,c,NA,NA,NA,sw3006A,sw_1181,M,1958,SOUTH MIDLAND,2, pretty much what we would eat anyway a light informal meal and they usually bring something a desert or a salad or whatever and uh,NA,NA,NA,LM,SWB,1991,5/22/11,171.865875,172.145875,170.985875,178.99475,we,we,eat
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw3006A,sw_1181,M,1958,SOUTH MIDLAND,2, yeah it's been a couple years we got rid of our deep fryer we used to have one of those little bitty baby fryers and we'd uh do everything from uh,NA,NA,NA,LM,SWB,1991,5/22/11,416.884625,417.407625,411.254625,419.315625,we,we,do
would,1,x,m,w,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3006A,sw_1181,M,1958,SOUTH MIDLAND,2, what would you serve at a dinner party,NA,NA,NA,LM,SWB,1991,5/22/11,0.82,1.1,0,2.649,what,what,you
would,4,x,m,x,r,t,y,s,1,1,1,NA,other,c,NA,NA,NA,sw3027B,sw_1181,M,1958,SOUTH MIDLAND,2, [pra/platform] platform disintegrated for whatever reason uh maybe there'd be that many thousands of jobs that were supplying [prats/parts] you know parts to that that weren't there anymore you'd have to go back to the jobs that needed to,NA,NA,NA,LM,SWB,1991,5/22/11,329.877125,330.107125,319.687125,332.01075,there,there,be
would,4,x,m,p,a,a,y,s,1,1,1,2s,pro,c,NA,NA,NA,sw3027B,sw_1181,M,1958,SOUTH MIDLAND,2, [pra/platform] platform disintegrated for whatever reason uh maybe there'd be that many thousands of jobs that were supplying [prats/parts] you know parts to that that weren't there anymore you'd have to go back to the jobs that needed to,NA,NA,NA,LM,SWB,1991,5/22/11,329.877125,330.107125,319.687125,332.01075,you,you,have
would,1,x,m,n,r,t,y,m,2,2,1,NA,NP,q,0.38,NA,NA,sw3048A,sw_1181,M,1958,SOUTH MIDLAND,2, just into uh first or second grade or so i was sitting there wondering whether this war would ever stop and whether it'd last another five or six years and i would end up in it and uh i- i kept a little bit of an eye on it i had older,NA,NA,NA,LM,SWB,1991,5/22/11,21.50025,21.78025,13.85025,26.538625,this war,war,ever
would,4,x,m,p,t,t,n,s,1,1,1,it,pro,q,NA,NA,NA,sw3048A,sw_1181,M,1958,SOUTH MIDLAND,2, just into uh first or second grade or so i was sitting there wondering whether this war would ever stop and whether it'd last another five or six years and i would end up in it and uh i- i kept a little bit of an eye on it i had older,NA,NA,NA,LM,SWB,1991,5/22/11,21.50025,21.78025,13.85025,26.538625,it,it,last
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,q,NA,NA,NA,sw3048A,sw_1181,M,1958,SOUTH MIDLAND,2, just into uh first or second grade or so i was sitting there wondering whether this war would ever stop and whether it'd last another five or six years and i would end up in it and uh i- i kept a little bit of an eye on it i had older,NA,NA,NA,LM,SWB,1991,5/22/11,21.50025,21.78025,13.85025,26.538625,i,i,end
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,r,NA,NA,NA,sw3048A,sw_1181,M,1958,SOUTH MIDLAND,2, i don't know whether it's better to know what your enemy has or [laughter] or you know fight against something you know is there or not ha[ve]- let him have anything i think i would rather not let him have anything,NA,NA,NA,LM,SWB,1991,5/22/11,350.37975,350.63975,340.65975,351.95225,i,i,rather
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,i,NA,NA,NA,sw3048A,sw_1181,M,1958,SOUTH MIDLAND,2, uh i- [LM: i'd] i would tend to say that it was not worth it but then it's easier looking back at at the fact that we virtually lost if you want to call it that it's easy to say well yeah it was not worth it considering the results now had we won and it had been quick,NA,NA,NA,LM,SWB,1991,5/22/11,63.7415,64.1815,62.4315,76.10675,i,i,i
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,i,NA,NA,NA,sw3048A,sw_1181,M,1958,SOUTH MIDLAND,2, uh i- [LM: i'd] i would tend to say that it was not worth it but then it's easier looking back at at the fact that we virtually lost if you want to call it that it's easy to say well yeah it was not worth it considering the results now had we won and it had been quick,NA,NA,NA,LM,SWB,1991,5/22/11,63.7415,64.1815,62.4315,76.10675,i,i,tend
would,1,x,m,n,s,t,n,m,4,3,1,NA,NP,q,1.08,NA,NA,sw3156A,sw_1181,M,1958,SOUTH MIDLAND,2, and all s[orts]- different types would go in there and then that they would sort it as as needed it it seemed that there was at the time anyway the thinking was that there was too much not getting sorted properly,NA,NA,NA,LM,SWB,1991,5/22/11,139.335375,139.835375,135.985375,148.857875,all different types,types,go
would,1,x,m,p,a,a,y,s,1,1,1,3p,pro,q,NA,NA,NA,sw3156A,sw_1181,M,1958,SOUTH MIDLAND,2, and all s[orts]- different types would go in there and then that they would sort it as as needed it it seemed that there was at the time anyway the thinking was that there was too much not getting sorted properly,NA,NA,NA,LM,SWB,1991,5/22/11,139.335375,139.835375,135.985375,148.857875,they,they,sort
would,4,x,m,p,t,t,n,s,1,1,1,it,pro,c,NA,NA,NA,sw3169A,sw_1181,M,1958,SOUTH MIDLAND,2, yeah it it'd be kind of nice i hadn't quite figured out i don't have anybody to teach me either that's another little thing you need somebody to kind of tell you what to do but just from what i've seen you just kind of w[ork]-,NA,NA,NA,LM,SWB,1991,5/22/11,268.952375,269.232375,267.722375,278.03675,it,it,be
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw3169A,sw_1181,M,1958,SOUTH MIDLAND,2, um more than once we'd get out there on a really stormy day and uh the storm or the wind was due to the s[torm]- front blowing in and soon as the front came over,NA,NA,NA,LM,SWB,1991,5/22/11,86.3475,86.6275,85.0475,94.914625,we,we,get
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,l,NA,NA,NA,sw3169A,sw_1181,M,1958,SOUTH MIDLAND,2, so life changes a little bit in that respect [noise] i'd kind of like someday to maybe end up on a pair of skis that that doesn't have a uh well what they call trick skis they'll allow you to ski backwards i haven't,NA,NA,NA,LM,SWB,1991,5/22/11,253.207875,254.029125,250.129125,261.067375,i,i,kind
would,1,s,m,w,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3172A,sw_1181,M,1958,SOUTH MIDLAND,2, what would you do or cut or change in the budget,NA,NA,NA,LM,SWB,1991,5/22/11,100.694625,101.2745,99.764625,105.0875,what,what,you
would,1,x,m,p,a,a,y,s,1,1,1,2s,pro,c,NA,NA,NA,sw3177A,sw_1181,M,1958,SOUTH MIDLAND,2, so then you'd have a tendency to be taxing,another where I feel like the 'w' is very weak; can't tell whether it's [@d] with coarticulation after the pronoun or actually a full form.,NA,NA,LM,SWB,1991,5/22/11,116.077,116.447,115.347,118.5285,you,you,have
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3177A,sw_1181,M,1958,SOUTH MIDLAND,2, right i usually use that as a preface to you know it's okay that the government used to do that or should do that as far as the good in[centive]- good incentive but since they're not doing it as well now i would be more in favor of ,NA,NA,NA,LM,SWB,1991,5/22/11,76.92975,77.25975,65.72975,78.71975,i,i,be
would,4,x,m,p,a,a,y,s,1,1,1,2s,pro,c,NA,NA,NA,sw3177A,sw_1181,M,1958,SOUTH MIDLAND,2, well you'd have to up it to whatever fifteen percent,NA,NA,NA,LM,SWB,1991,5/22/11,147.41225,147.71225,146.92225,150.5015,you,you,have
would,4,x,m,p,a,a,y,s,1,1,1,2s,pro,c,NA,NA,NA,sw3177A,sw_1181,M,1958,SOUTH MIDLAND,2, uh pretty much across the board if you only made twenty to thirty thousand a year you'd probably only spend X amount of that you know a small portion of that on taxable goods you know you still wouldn't tax groceries and you still you know decide whether you want to tax housing ,NA,NA,NA,LM,SWB,1991,5/22/11,123.0355,123.7285,118.5285,132.88775,you,you,probably
would,4,x,m,dem,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3180A,sw_1181,M,1958,SOUTH MIDLAND,2, and if you happen [vocalized-noise] to check your balance at the same time it would [LM: that'd] be two more dollars at least that's that's something huh,NA,NA,NA,LM,SWB,1991,5/22/11,160.97,161.2,158.38,164.642375,that,that,be
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,l,NA,NA,NA,sw3305B,sw_1359,M,1952,SOUTHERN,2, well you know it's [noise] it's funny i mean i- i know i really i'd like to have a pet i'm single and i know that you know there's a great therapeutic value,NA,NA,NA,LM,SWB,1991,5/22/11,70.65125,70.97125,67.42125,75.98125,i,i,like
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3305B,sw_1359,M,1952,SOUTHERN,2, uh but like i say i'm i'm at this particular juncture in my life i- i don't feel i would be a,NA,NA,NA,LM,SWB,1991,5/22/11,81.14125,81.41125,75.98125,82.0335,i,i,be
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3305B,sw_1359,M,1952,SOUTHERN,2, you know and i would want to be a a good pet owner and i do have friends that uh,NA,NA,NA,LM,SWB,1991,5/22/11,22.6075,23.0475,22.0675,27.048625,i,i,want
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,i,NA,NA,NA,sw3468A,sw_1359,M,1952,SOUTHERN,2, just i- i got it now i accumulated a lot of drop cloths and i had my painting gear that you know the same clothes i'd just throw them_1 in the washer and you know wear them_1 again and pretty soon they were just you know tie-dyed with paint,NA,NA,NA,LM,SWB,1991,5/22/11,159.00625,159.28625,152.49625,164.7805,i,i,just
would,1,x,m,p,t,t,n,s,1,1,1,it,pro,c,NA,NA,NA,sw3475A,sw_1359,M,1952,SOUTHERN,2, Monday through Friday so it's you know it's great and that makes it i[t]- i[t]- you know if they were just regular hours then it would be difficult because i'm,NA,NA,NA,LM,SWB,1991,5/22/11,284.604875,284.824875,278.924875,286.523875,it,it,be
would,NA,p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw3479A,sw_1359,M,1952,SOUTHERN,2, [noise] uh Houston in uh eighty four and resigned i had the opportunity to get out and do all those things that i thought would be so glamorous and exciting wording working for myself,NA,NA,NA,LM,SWB,1991,5/22/11,156.1195,156.334,150.194,159.101625,NA,NA,NA
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,i,NA,NA,NA,sw3479A,sw_1359,M,1952,SOUTHERN,2, yeah well i tell you until you've done it you don't know what it's like you y[ou]- it's on your mind twenty four hours a day seven days a week and i'm i literally drove myself nearly insane i was at the office on Saturdays and Sundays i'd get up at,NA,NA,NA,LM,SWB,1991,5/22/11,256.397,256.737,243.537,257.278375,i,i,get
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,i,NA,NA,NA,sw3479A,sw_1359,M,1952,SOUTHERN,2, i'd get up at i'd be sitting around at at nine nine o'clock at night and get up and go to the office and work until one o'clock,NA,NA,NA,LM,SWB,1991,5/22/11,258.488375,258.818375,257.278375,263.961125,i,i,get
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,i,NA,NA,NA,sw3479A,sw_1359,M,1952,SOUTHERN,2, i'd get up at i'd be sitting around at at nine nine o'clock at night and get up and go to the office and work until one o'clock,NA,NA,NA,LM,SWB,1991,5/22/11,258.488375,258.818375,257.278375,263.961125,i,i,be
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3488A,sw_1359,M,1952,SOUTHERN,2, [vocalized-noise] and and unfortunately those people who m[y]- in my book i would i would consider them to be terribly uninformed,NA,NA,NA,LM,SWB,1991,5/22/11,241.3495,241.8695,235.8795,244.281,i,i,i
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3488A,sw_1359,M,1952,SOUTHERN,2, [vocalized-noise] and and unfortunately those people who m[y]- in my book i would i would consider them to be terribly uninformed,NA,NA,NA,LM,SWB,1991,5/22/11,241.3495,241.8695,235.8795,244.281,i,i,consider
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3488A,sw_1359,M,1952,SOUTHERN,2, might be deemed the most eligible people [laughter-to] be put on the jury [noise] while l[ike]- like you said earlier i don't necessarily would [vocalized-noise] i don't [laughter-think] i'd consider them to be a jury of my peers,NA,NA,NA,LM,SWB,1991,5/22/11,253.021,253.541,244.281,255.860625,i,i,consider
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3499A,sw_1359,M,1952,SOUTHERN,2, i i would go back to uh if i could go back anywhere right now i think i would go back to Edinburgh,NA,NA,NA,LM,SWB,1991,5/22/11,212.279875,212.489875,207.519875,213.79175,i,i,go
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3499A,sw_1359,M,1952,SOUTHERN,2, i i would go back to uh if i could go back anywhere right now i think i would go back to Edinburgh,NA,NA,NA,LM,SWB,1991,5/22/11,212.279875,212.489875,207.519875,213.79175,i,i,go
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw3499A,sw_1359,M,1952,SOUTHERN,2, wonder when we'll ever get our act together here in the US and have a and have a decent um uh transportation system but we'd just take day trips and that was that was a nice way to do it,NA,NA,NA,LM,SWB,1991,5/22/11,284.290875,284.540875,277.560875,287.89675,we,we,just
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3499A,sw_1359,M,1952,SOUTHERN,2, uh well jeez if i had to pick one country i guess i would have to say Italy,NA,NA,NA,LM,SWB,1991,5/22/11,51.188875,51.408875,46.248875,52.583,i,i,have
would,1,x,m,dem,t,t,n,e,7,6,2,NA,other,c,NA,NA,NA,sw3516B,sw_1359,M,1952,SOUTHERN,2, automobiles there's just no real mass transit here and i think it's a a major drawback for Houston a a close runner up to that would be all of the uh,NA,NA,NA,LM,SWB,1991,5/22/11,30.40225,30.74225,22.63225,32.0575,a close runner up to that,that,be
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,c,NA,NA,NA,sw3516B,sw_1359,M,1952,SOUTHERN,2, probably we'd only be second to uh uh Los Angeles really as far as a a a major metropolitan area that's completely dependent upon,NA,NA,NA,LM,SWB,1991,5/22/11,14.345375,14.685375,13.545375,22.63225,we,we,only
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,l,NA,NA,NA,sw3545A,sw_1359,M,1952,SOUTHERN,2, i don't know it's i- i thought about it [noise] it's i mean i would like to own again i've owned in the past but i don't know i'm i'm hesitant to give up the convenience,NA,NA,NA,LM,SWB,1991,5/22/11,273.428875,273.928875,269.058875,280.763,i,i,like
would,1,x,m,dem,t,t,n,s,1,1,1,NA,other,q,NA,NA,NA,sw3545A,sw_1359,M,1952,SOUTHERN,2, no and i clocked it and it was only nine miles from the office and of course didn't think that would be bad uh but the only time i ever drove it was not during rush hour,NA,NA,NA,LM,SWB,1991,5/22/11,39.623875,39.853875,34.813875,44.282125,that,that,be
would,1,x,u,n,n,t,n,m,4,2,1,NA,NP,c,0.55,NA,NA,sw3598A,sw_1359,M,1952,SOUTHERN,2, it rea[lly]- it really does but again it looks like something that looks how it maybe like roller skating [LM: skatin'] would be it looks like a lot of fun but not that easy [laughter-to] [laughter-do],NA,NA,NA,LM,SWB,1991,5/22/11,232.498125,232.678125,227.368125,235.816375,roller skating,skating,be
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,l,NA,NA,NA,sw3598A,sw_1359,M,1952,SOUTHERN,2, i don't know the idea of having to commute on a freeway in Houston every day even as much as i would like to have access to a boat you know more often than i do yeah it's it's just not that,NA,NA,NA,LM,SWB,1991,5/22/11,293.046125,293.50525,287.886125,299.17,i,i,like
would,1,x,m,n,t,k,n,s,1,1,1,NA,NP,c,0.24,NA,NA,sw3598A,sw_1359,M,1952,SOUTHERN,2, and as luck would have it uh one of my cohorts at work uh was partner uh with another guy who had a forty two foot uh Tarten as a matter of fact he still has it and so i got to go sailing a lot uh,not sure about the context for this idiomatic expression,NA,NA,LM,SWB,1991,5/22/11,39.58675,40.02675,38.13675,52.472625,luck,luck,have
would,1,x,m,dem,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3598A,sw_1359,M,1952,SOUTHERN,2, and uh that would mean commuting up the Gulf Freeway every morning into downtown and and i'm i live so close to the office that i'm just not,NA,NA,NA,LM,SWB,1991,5/22/11,280.825625,281.155625,279.105625,287.886125,that,that,mean
would,1,x,m,x,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3603A,sw_1359,M,1952,SOUTHERN,2, and uh i it would be hard for me to turn it down if if there was if the offer was there uh they say it it really is something the the one of the things though that i think that's so,NA,NA,NA,LM,SWB,1991,5/22/11,173.363125,173.61825,172.10825,181.223,it,it,be
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,l,NA,NA,NA,sw3603A,sw_1359,M,1952,SOUTHERN,2, i for one wouldn't wouldn't take a dime away from them_1 if anything i think i would like to see uh uh more money spent uh uh with NASA and less on other programs,NA,NA,NA,LM,SWB,1991,5/22/11,97.851875,98.101875,93.541875,104.687625,i,i,like
would,4,x,m,x,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3603A,sw_1359,M,1952,SOUTHERN,2, yeah but uh no i used to uh [noise] you know think that golly it'd be great to uh,NA,NA,NA,LM,SWB,1991,5/22/11,113.27025,113.51025,108.06025,114.5385,it,it,be
would,1,x,m,p,t,t,n,s,1,1,1,it,pro,c,NA,NA,NA,sw3662A,sw_1258,M,1956,SOUTH MIDLAND,2, you know if they can if they made a mistake it would cost a lot of money or or people's lives then they need to be watched carefully so,NA,NA,NA,LM,SWB,1991,5/22/11,75.188375,75.718375,72.828375,81.626375,it,it,cost
would,4,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw3679B,sw_1258,M,1956,SOUTH MIDLAND,2, yeah i i um i enjoy playing and it took always took me we'd play you know during the spring semester always took me about six weeks before i could see the ball before i i could hit the ball ,NA,NA,NA,LM,SWB,1991,5/22/11,226.539375,227.064375,221.314375,234.640625,we,we,play
would,1,x,m,p,t,t,n,s,1,1,1,it,pro,c,NA,NA,NA,sw3704A,sw_1359,M,1952,SOUTHERN,2, and it's it's it would be really quite frankly even though i am not,NA,NA,NA,LM,SWB,1991,5/22/11,296.510125,296.780125,295.110125,299.298,it,it,be
would,4,x,m,p,a,a,y,s,1,1,1,3p,pro,c,NA,NA,NA,sw3704A,sw_1359,M,1952,SOUTHERN,2, and good grief if my parents knew what my long distance bill was every month they'd have a stroke [laughter],NA,NA,NA,LM,SWB,1991,5/22/11,205.83725,206.20725,202.01725,208.934875,they,they,have
would,4,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3704A,sw_1359,M,1952,SOUTHERN,2, yeah really i well i hadn't thought about it i can see i- i think if they asked me for a work number i'd just write down my home number you know because that's where you work,NA,NA,NA,LM,SWB,1991,5/22/11,68.440625,68.720625,63.730625,72.061875,i,i,just
would,1,x,m,p,a,a,y,s,1,1,1,1p,pro,i,NA,NA,NA,sw3762A,sw_1359,M,1952,SOUTHERN,2, but it was on a lake that was just crystal clear and we would spend a week up there you know and they had a a little country store about ten miles away that you could get you know minimal provisions so you pretty much had to carry everything you needed with you,NA,NA,NA,LM,SWB,1991,5/22/11,105.669625,106.109625,101.609625,114.994875,we,we,spend
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,l,NA,NA,NA,sw3762A,sw_1359,M,1952,SOUTHERN,2, well you know that's something i've never done is go down to the Keys although i i'm just here on business but uh i would love to go down there,NA,NA,NA,LM,SWB,1991,5/22/11,35.22,35.61,29.48,36.744,i,i,love
would,1,x,m,w,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3771A,sw_1359,M,1952,SOUTHERN,2, i think i have thought before what would i do if i were accosted,NA,NA,NA,LM,SWB,1991,5/22/11,214.809625,215.159,211.779,218.243375,what,what,i
would,1,x,m,dem,s,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3771A,sw_1359,M,1952,SOUTHERN,2, yeah i have uh i was talking with some w[ith]- with a friend of mine not too damned long ago and i'll tell you it it's you know i don't expect this would ever happen in the United States but i'm almost of the opinion,NA,NA,NA,LM,SWB,1991,5/22/11,79.181625,79.591625,69.961625,82.27475,this,this,ever
would,4,x,m,p,t,t,n,s,1,1,1,it,pro,c,NA,NA,NA,sw3910A,sw_1359,M,1952,SOUTHERN,2, well well sure it'd take a new gener[ation]- it would take a new generation to be just you know completely metric,NA,NA,NA,LM,SWB,1991,5/22/11,160.13575,160.43775,157.45775,163.771875,it,it,take
would,1,x,m,p,t,t,n,s,1,1,1,it,pro,c,NA,NA,NA,sw3910A,sw_1359,M,1952,SOUTHERN,2, and and until i- i- i guess it would be something that if i had been uh uh a little more educated in it or forced into using it more i might be more comfortable with it,NA,NA,NA,LM,SWB,1991,5/22/11,123.708375,123.908375,121.528375,132.16,it,it,be
would,1,x,u,n,l,t,y,s,2,1,1,NA,NP,c,0.32,NA,NA,sw3910A,sw_1359,M,1952,SOUTHERN,2, yeah and then and then you could you know people would start loo[king]- seeing a you know a quantity and they would say well hey that you know that's ab[out]- that looks to be about two pounds and hey that's this much you know in metric so you know,NA,NA,NA,LM,SWB,1991,5/22/11,238.619375,238.909375,233.059375,245.149,people,people,start
would,1,x,m,p,a,a,y,s,1,1,1,3p,pro,c,NA,NA,NA,sw3910A,sw_1359,M,1952,SOUTHERN,2, yeah and then and then you could you know people would start loo[king]- seeing a you know a quantity and they would say well hey that you know that's ab[out]- that looks to be about two pounds and hey that's this much you know in metric so you know,NA,NA,NA,LM,SWB,1991,5/22/11,238.619375,238.909375,233.059375,245.149,they,they,say
would,1,x,m,p,a,a,y,s,1,1,1,3p,pro,c,NA,NA,NA,sw3928A,sw_1359,M,1952,SOUTHERN,2, and uh he said one of his bosses was saying that you know should someone test positive that didn't necessarily mean that they would be fired and my friend said well they ought to fire him and he said well perhaps that's you know,"they' but impersonal, not 3p",NA,NA,LM,SWB,1991,5/22/11,130.189875,130.439875,123.329875,134.527125,they,they,be
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3928A,sw_1359,M,1952,SOUTHERN,2, you know don't have a problem personally with it as far as passing the test i don't know that i would relish being you know pulled out and said hey you know,NA,NA,NA,LM,SWB,1991,5/22/11,42.989375,43.95,37.229375,47.018625,i,i,relish
would,1,x,m,p,a,a,y,s,1,1,1,3p,pro,c,NA,NA,NA,sw3928A,sw_1359,M,1952,SOUTHERN,2, this boss well maybe that might be a little harsh and he said no i'm not [laughter-talking] about firing him for doing the drugs i'm talking about firing him because_1 he's [LM: for being] so stupid that they would continue to do it [laughter-a[nd]-],NA,NA,NA,LM,SWB,1991,5/22/11,141.787125,142.307125,134.527125,143.92,they,they,continue
would,1,x,m,p,a,a,y,s,1,1,1,1s,pro,c,NA,NA,NA,sw3928A,sw_1359,M,1952,SOUTHERN,2, uh i i can appreciate if uh i were an employer or uh that uh i would want to uh [noise] ascertain the state of the uh employee,NA,NA,NA,LM,SWB,1991,5/22/11,13.617875,14.147875,7.587875,18.45175,i,i,want
would,1,x,m,p,a,a,y,s,1,1,1,2s,pro,c,NA,NA,NA,sw3938A,sw_1359,M,1952,SOUTHERN,2, spent that money buying one you still wouldn't have much to show for it [laughter] but you would have at least a little,NA,NA,NA,LM,SWB,1991,5/22/11,281.147,281.577,276.847,283.06675,you,you,have
would,1,x,m,x,t,t,n,s,1,1,1,NA,other,c,NA,NA,NA,sw3938A,sw_1359,M,1952,SOUTHERN,2, it's just the the ki[nd]- the i know if i go out to buy a new one i mean i know what kind of money it would take to do it and i just don't want to pay that much money,NA,NA,NA,LM,SWB,1991,5/22/11,222.140375,222.540375,216.170375,224.872875,it,it,take
